note,geometry,amenity,wheelchair,source,name,fixme,addr:city,addr:housenumber,addr:street,operator,historic,website,nodes,addr:housename,addr:postcode,alt_name,branch,brand,brand:wikidata,brand:wikipedia,building,building:levels,building:levels:underground,description,fhrs:id,fhrs:local_authority_id,internet_access,internet_access:fee,internet_access:operator,internet_access:ssid,old_name,tourism,architect,bar,check_date,start_date,wikidata,wikipedia,atm,contact:facebook,contact:instagram,email,opening_hours,phone,smoking,stars,nohousenumber,fhrs:confidence_management,fhrs:hygiene,fhrs:rating,fhrs:structural,loc_name,postal_code,source:postcode,rooms,source:addr,building:material,roof:levels,building:colour,roof:colour,contact:email,contact:linkedin,contact:phone,contact:website,contact:youtube,name:fr,toilets:wheelchair,addr:country,fax,roof:material,roof:shape,name:en,name:ja,survey:date,name:fa,building:architecture,layer,name:zh,source:building,owner,he:inscription_date,heritage,heritage:operator,heritage:website,historic:amenity,historic:name,listed_status,ref:he,fhrs:authority,fhrs:inspectiondate,contact:fax,addr:county,addr:suburb,ref,cuisine,food,outdoor_seating,toilets,toilets:access,official_name,disused:name,disused:tourism,fhrs:name,source:addr:postcode,building:part,contact:twitter,source:rooms,roof:orientation,wheelchair:description,not:addr:postcode,opening_date,ref:GB:uprn,breakfast,source:addr:housenumber,accommodation,indoor_seating,height,air_conditioning,construction,not:brand:wikidata,swimming_pool,ways,type,name:es
,"POLYGON ((-0.2564057 51.5222, -0.2569041 51.5223186, -0.2567513 51.5225673, -0.2562529 51.5224487, -0.2564057 51.5222))",,,,Travelodge London Acton,,,,,,,,"[6640105303, 6640105300, 6640105301, 6640105302, 6640105303]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2827875 51.5271492, -0.2835696 51.5272916, -0.2834118 51.527627, -0.2833249 51.5276111, -0.2833134 51.5276356, -0.283174 51.5276102, -0.283262 51.5274231, -0.2833237 51.5274344, -0.2833364 51.5274073, -0.2827214 51.5272954, -0.2827264 51.5272849, -0.2826754 51.5272756, -0.2827333 51.5271526, -0.2827817 51.5271614, -0.2827875 51.5271492))",,,,,,,,,,,,"[6640107906, 6640107903, 8112784974, 6640107904, 8112784975, 6640107902, 8112784976, 8112784977, 6640107901, 8112784979, 8112784978, 6640107905, 8112784980, 8112784981, 6640107906]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1775104 51.6174608, -0.1779882 51.6174771, -0.177975 51.6176265, -0.1777422 51.6176185, -0.1777357 51.617691, -0.1776085 51.6176867, -0.1776131 51.6176342, -0.1775901 51.6176334, -0.1775919 51.617613, -0.1774972 51.6176098, -0.1775104 51.6174608))",,,,Glenlyn Hotel,,,,Woodside Park Road,,,,"[6938560497, 6938560539, 6938560536, 6938560496, 6938560495, 6938560494, 6938560493, 6938560492, 6938560491, 6938560490, 6938560497]",,,,,,,,hotel,,,,,,,,,,,guest_house,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0615794 51.5148181, 0.0615923 51.5146681, 0.0619688 51.5146808, 0.0619559 51.5148307, 0.0615794 51.5148181))",,,,,,,,,,,,"[667066697, 7077933292, 7077933293, 7077933294, 667066697]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1913033 51.5136544, -0.1911281 51.513675, -0.1911224 51.5136538, -0.1910721 51.5136609, -0.191065 51.5136314, -0.1911167 51.513626, -0.1911081 51.5136019, -0.1910563 51.5136081, -0.1910508 51.5135932, -0.1910448 51.5135768, -0.191098 51.5135688, -0.191065 51.5134632, -0.1910161 51.5134686, -0.1910305 51.5135258, -0.1909327 51.5135402, -0.1909255 51.513516, -0.1905908 51.5135581, -0.1905561 51.5135625, -0.1905518 51.5135554, -0.1904986 51.5135643, -0.1904584 51.5135169, -0.1903995 51.5135303, -0.1905015 51.5136967, -0.1905561 51.513686, -0.1905612 51.5136937, -0.1905834 51.5137271, -0.1905317 51.5137378, -0.1905619 51.5137852, -0.1906007 51.5137772, -0.1906323 51.5138282, -0.1905949 51.5138362, -0.1906171 51.5138591, -0.1904642 51.5138993, -0.190227 51.5135357, -0.1904397 51.5134793, -0.1910405 51.5134033, -0.1910348 51.5133854, -0.1911311 51.5133747, -0.1911383 51.5133926, -0.1912173 51.5133836, -0.1913033 51.5136544))",,,,,,,,,,,,"[7101381501, 7101381500, 7101381513, 7101381514, 7101381515, 7101381516, 7101381517, 7101381518, 7101381542, 7101381519, 7101381520, 7101381521, 7101381522, 7101381523, 7101381524, 7101381525, 7101986145, 7101381526, 7101381527, 7101381528, 7101381529, 7101381530, 7101381531, 7101381532, 7101986147, 7101381533, 7101381534, 7101381535, 7101381536, 7101381537, 7101381538, 7101381498, 7101381499, 7101381508, 7101381507, 7101381506, 7101381505, 7101381504, 7101381503, 7101381502, 7101381501]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1910721 51.5136609, -0.1910785 51.5136808, -0.1910475 51.5136845, -0.1908292 51.513711, -0.190891 51.5138497, -0.1907588 51.5138739, -0.1906553 51.5136475, -0.1910508 51.5135932, -0.1910563 51.5136081, -0.191065 51.5136314, -0.1910721 51.5136609))",,,,,,,,,,,,"[7101381514, 7101381539, 7101986151, 7101381512, 7101381511, 7101381540, 7101381541, 7101381542, 7101381518, 7101381515, 7101381514]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1124704 51.5010656, -0.1119427 51.5012434, -0.1120648 51.5013628, -0.1125756 51.5011602, -0.1124704 51.5010656))",,,,Ruby Lucy,,London,100-108,Lower Marsh,Ruby Hotels,,,"[7400534106, 1398633705, 7400534105, 7400534107, 7400534106]",,SE1 7AB,,,,,,hotel,5,,,1223864,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,0,,,lucy@ruby-hotels.com,,+44 20 3475 3460,https://www.ruby-hotels.com/hotels-destinations/london/ruby-lucy,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2149014 51.5048563, -0.2146854 51.5044199, -0.2144708 51.5044611, -0.2146276 51.5047727, -0.2142764 51.5048412, -0.2141189 51.5045285, -0.2139117 51.5045682, -0.2140682 51.5048791, -0.2137263 51.5049458, -0.2135693 51.5046339, -0.2133791 51.5046703, -0.2136038 51.5051123, -0.2149014 51.5048563))",,,,,,,,,,,,"[392373516, 392373517, 7410095420, 7410095421, 7410095422, 7410095423, 7410095424, 7410095425, 7410095426, 7410095427, 392373526, 392373527, 392373516]",Hilton Kensington,,,,,,,hotel,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1294007 51.5263901, -0.1293448 51.5263407, -0.129469 51.5262854, -0.1296887 51.5264752, -0.1295552 51.5265312, -0.1294875 51.5264722, -0.1292911 51.5265545, -0.129198 51.5264751, -0.1294007 51.5263901))",,yes,yahoo,,,,,,,,,"[7520407486, 7520401964, 658652351, 658652356, 658652354, 658652353, 1230341242, 1230341503, 7520407486]",,,,,,,,hotel,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2755421 51.4611811, -0.2755335 51.4608657, -0.2756743 51.4608642, -0.2756773 51.4609756, -0.2759039 51.4609732, -0.2759095 51.4611772, -0.2755421 51.4611811))",pub,,,The Victoria,,London,10,West Temple Sheen,,,,"[385142367, 7523573936, 7523573935, 7523573934, 7523573933, 7523573932, 385142367]",,SW14 7RT,,,,,,hotel,2,,,353345,,,,,,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1241038 51.5232008, -0.1241923 51.5231808, -0.124138 51.523092, -0.1240496 51.5231122, -0.1241038 51.5232008))",,,,Russell House Hotel,,,11,Bernard Street,,,,"[7524067915, 2405965196, 2405965194, 1230374890, 7524067915]",,,,,,,,hotel,4,,,,,,,,,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2663948 51.469846, -0.2663399 51.4697374, -0.2662839 51.4696263, -0.2664763 51.4695886, -0.2665169 51.46959, -0.2665572 51.4695987, -0.2665865 51.4696123, -0.2666767 51.4697907, -0.2663948 51.469846))",,,,,,,,,,,,"[7576898343, 7576898344, 7576898348, 7576898349, 7576898350, 7576898351, 7576898352, 7576898347, 7576898343]",,,,,,,,hotel,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.190897 51.3604892, -0.190691 51.3599913, -0.19007 51.3600872, -0.190151 51.3602925, -0.190195 51.3602857, -0.1902604 51.3604506, -0.1904808 51.3604521, -0.190897 51.3604892))",,,,,,,,,,,,"[7643594048, 7643594057, 7643594058, 8953813001, 8898732244, 7643594063, 7643594064, 7643594048]",,,,,,,,hotel,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0079769 51.5465004, -0.0079802 51.5464946, -0.0079816 51.5464066, -0.0079869 51.5463413, -0.0079896 51.5463017, -0.0079839 51.5462908, -0.0079715 51.5462852, -0.0079414 51.5462804, -0.0079447 51.5462646, -0.0079286 51.5462575, -0.0078106 51.5462358, -0.0077328 51.5462291, -0.0076557 51.5462304, -0.0075028 51.5462404, -0.0074855 51.5462463, -0.0074679 51.5462433, -0.0074529 51.546242, -0.0074478 51.546242, -0.0074452 51.546243, -0.0074398 51.5462499, -0.0074337 51.5462661, -0.0074173 51.5462671, -0.007413 51.546271, -0.0073891 51.5463136, -0.0073513 51.5463855, -0.007356 51.5463991, -0.0073696 51.5464048, -0.0073821 51.546406, -0.0073761 51.5465039, -0.007657 51.5465031, -0.0079521 51.5465023, -0.0079635 51.5465023, -0.0079769 51.5465004))",,yes,,"The Gantry London, Curio Collection by Hilton",,London,40,Celebration Avenue,Hilton,,https://www.hilton.com/en/hotels/longaqq-the-gantry-london/,"[7783538184, 7783565997, 7783538183, 7783538182, 7783538181, 7783538180, 7783538150, 7783565987, 7783538166, 7783538167, 7783538168, 7783538169, 7783538170, 7783538171, 7784013849, 7783565988, 7783538179, 7783565989, 7783538154, 7783538151, 7783538176, 7783538177, 7783538178, 7783538153, 7783565985, 7783565990, 7783538161, 7783538172, 8164610839, 7783565994, 7783538155, 7783565995, 7783538184]",,E20 1DB,,,Curio Collection by Hilton,,,hotel,20,,,1402911,,wlan,no,,,,hotel,,,2020-08-04,2020-11-09,,,,,,,,+44 20 4549 7600,no,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,tourism,Q598884,,,,
,"POLYGON ((0.0074545 51.536186, 0.0074669 51.5362488, 0.0074713 51.536266, 0.0075853 51.5362583, 0.0076443 51.5363261, 0.0077549 51.5362927, 0.0077167 51.5362449, 0.0076845 51.5362078, 0.0076564 51.5361828, 0.0076416 51.5361757, 0.0076088 51.5361728, 0.0074545 51.536186))",,,,City View Hotel,,London,11,Church Street,,,https://www.cityviewstratford.co.uk/,"[7920828189, 7939737958, 1577426682, 7920828188, 7920828181, 1577426678, 7920828187, 7920828186, 7920828185, 7920828184, 7920828183, 7920828189]",,E15 3HU,,,,,,hotel,3,,,,,wlan,no,,,The King's Head,hotel,,,,,,,,,,,,,,,,,,,,,,,,company website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1754538 51.4933002, -0.1753954 51.493246, -0.1754719 51.4932157, -0.1754997 51.493243, -0.1755448 51.4932252, -0.1755721 51.4932504, -0.175559 51.4932562, -0.1754538 51.4933002))",,,,,,,,,,,,"[8099683127, 8099394503, 8099683136, 8099683137, 8099683138, 8099683133, 8099683128, 8099683127]",,,,,,,,hotel,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1755721 51.4932504, -0.1757181 51.4931904, -0.1754769 51.4929891, -0.1753453 51.4930458, -0.1753669 51.4930714, -0.1753403 51.4930828, -0.1753728 51.4931121, -0.175405 51.4930983, -0.175436 51.4931264, -0.1754151 51.4931354, -0.1754399 51.4931578, -0.1754621 51.4931483, -0.1754908 51.4931743, -0.1754675 51.4931843, -0.1754968 51.4932108, -0.1755186 51.4932015, -0.1755448 51.4932252, -0.1755721 51.4932504))",,,,,,,,,,,,"[8099683133, 8099683132, 8099683152, 8099683139, 8099683140, 8099683141, 8099683142, 8099683143, 8099683144, 8099683145, 8099683146, 8099683147, 8099683148, 8099683149, 8099683150, 8099683151, 8099683138, 8099683133]",,,,,,,,hotel,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0203861 51.5460857, 0.0204309 51.5459954, 0.0205168 51.5460119, 0.0205664 51.545912, 0.0205843 51.545876, 0.0205104 51.5458619, 0.0204946 51.5458938, 0.0204482 51.5458849, 0.0204142 51.5458784, 0.0203626 51.5459822, 0.0203562 51.545981, 0.0203093 51.5460709, 0.0203861 51.5460857))",,,,,,,235,Romford Road,,,,"[8100931311, 8100931163, 8100931162, 8100931203, 8100931373, 8100931370, 8100931371, 8100931204, 8100931372, 8100931374, 8100931160, 8100931159, 8100931311]",,,,,,,,hotel,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hotel sign visible on Bing Streetside,,,,,,,,,,
,"POLYGON ((-0.0751157 51.5498458, -0.0751093 51.5499772, -0.0750802 51.549977, -0.0750695 51.5500676, -0.074894 51.5500644, -0.0747248 51.5500577, -0.0745975 51.5500531, -0.0746275 51.5498305, -0.0751157 51.5498458))",,,,Kingsland Locke,Rough guess at building outline,London,130,Kingsland High Street,,,https://www.lockeliving.com/en/london/kingsland-locke,"[8113362447, 8113362446, 8113362444, 8113362443, 2114971476, 3969293575, 8113362448, 8113362450, 8113362447]",Morris House,E8 2NS,,,Locke,Q111363127,,hotel,6,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,https://www.expedia.co.uk/London-Hotels-Kingsland-Locke.h57227439.Hotel-Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1805007 51.4892355, -0.1804599 51.4891686, -0.180486 51.4891637, -0.1805609 51.4891462, -0.1805799 51.4891416, -0.1806188 51.4892089, -0.1805007 51.4892355))",,,,,,,,,,,,"[8120281620, 8120281621, 8120281663, 8120281659, 8120281622, 8120281617, 8120281620]",,,,,,,,hotel,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1804236 51.4893051, -0.1802602 51.4893428, -0.1801258 51.489127, -0.1801584 51.4891194, -0.1801538 51.4891116, -0.1801995 51.4890918, -0.1802457 51.4890811, -0.1802375 51.4890673, -0.1803114 51.4890502, -0.1803452 51.4891068, -0.1803727 51.4891005, -0.1803763 51.4891066, -0.1803923 51.4891333, -0.1803686 51.4891388, -0.1803838 51.4891643, -0.1803432 51.4891737, -0.1803742 51.4892257, -0.1804162 51.489216, -0.1804481 51.4892696, -0.1804079 51.4892789, -0.1804236 51.4893051))",,,,,,,,,,,,"[8120281642, 8120281624, 8120281625, 8120281626, 8120281627, 8120281628, 8120281629, 8120281630, 8120281631, 8120281632, 8120281633, 8120281644, 8120281634, 8120281635, 8120281636, 8120281637, 8120281638, 8120281639, 8120281640, 8120281641, 8120281642]",,,,,,,,hotel,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1803763 51.4891066, -0.1804177 51.4890968, -0.1804027 51.4890722, -0.1803749 51.489026, -0.1803061 51.4890424, -0.1803114 51.4890502, -0.1803452 51.4891068, -0.1803727 51.4891005, -0.1803763 51.4891066))",,,,,,,,,,,,"[8120281644, 8120281645, 8120281661, 8120281646, 8120281647, 8120281631, 8120281632, 8120281633, 8120281644]",,,,,,,,hotel,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0318044 51.514127, 0.0317994 51.5141072, 0.0317984 51.5140923, 0.0318012 51.5140744, 0.0318102 51.514063, 0.0318173 51.5140556, 0.0319873 51.5140773, 0.0319826 51.5140892, 0.032036 51.5140959, 0.0320289 51.5141157, 0.0320461 51.5141181, 0.0320358 51.5141534, 0.0318044 51.514127))",,,survey,Prince Regent Hotel,,London,361-363,Prince Regent Lane,,,https://princeregent-hotel.com/,"[8195236969, 8142278151, 8195272945, 8195272946, 8195272947, 8195272948, 8195272949, 9280490755, 9280490756, 9280490757, 9280490758, 8195236970, 8195236969]",,E16 3JP,,,,,,hotel,,,,640630,,,,,,,hotel,,,,,,,,,,,,+44 20 7474 2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1721348 51.4912251, -0.1721629 51.491214, -0.1721449 51.491198, -0.1721936 51.4911779, -0.1721494 51.4911401, -0.172076 51.4911686, -0.1720856 51.4911779, -0.1721348 51.4912251))",,,,,,,,,,,,"[8289383028, 8289383029, 8289383030, 8289383031, 8289383032, 8289383033, 8289383026, 8289383028]",,,,,,,,hotel,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4815609 51.5148797, -0.4815402 51.5148219, -0.4812673 51.5148624, -0.4812867 51.5149173, -0.481329 51.5149115, -0.4814039 51.5149012, -0.4815609 51.5148797))",,,,,,,,,,,,"[8373573390, 8373573391, 8373573392, 8373573393, 8384542667, 8384542666, 8373573390]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4811137 51.5148244, -0.4811905 51.5148654, -0.4812686 51.5148134, -0.4812858 51.5148231, -0.4813085 51.5148084, -0.48129 51.5147973, -0.48136 51.5147476, -0.4811647 51.514627, -0.4809957 51.5147447, -0.481058 51.5147756, -0.4811181 51.514805, -0.4811137 51.5148244))",,,,,,Yiewsley,,Trout Road,,,,"[8373573394, 8373573401, 8373611549, 8373611548, 8373611547, 8373611546, 8373573402, 8373573396, 8373573397, 8373573399, 8373573400, 8373573394]",Riverside Hotel,UB7 7RT,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4818766 51.5148212, -0.4818101 51.5147805, -0.4816898 51.5148566, -0.4817571 51.5148979, -0.4818766 51.5148212))",,,,,,,,,,,,"[8384542659, 8384542660, 8384542661, 8384542662, 8384542659]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.481436 51.5150168, -0.4814728 51.5149759, -0.4814138 51.5149392, -0.4814039 51.5149012, -0.481329 51.5149115, -0.4813337 51.5149428, -0.4813384 51.5149538, -0.4813471 51.5149628, -0.4813545 51.5149701, -0.4813619 51.5149753, -0.481436 51.5150168))",,,,,,,,,,,,"[8384542663, 8384542664, 8384542665, 8384542666, 8384542667, 8384542668, 8384542669, 8384542670, 8384542671, 8384542672, 8384542663]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3270453 51.58082, -0.3268917 51.5807019, -0.326794 51.5807509, -0.3269477 51.580869, -0.3270453 51.58082))",,,,Cornerways Hotel,,,51,Gayton Road,,,,"[8441023236, 8441023237, 8441023238, 8441023239, 8441023236]",,,,,,,,hotel,2,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1217488 51.5340415, -0.1217534 51.5336297, -0.1217803 51.5336297, -0.1217814 51.5336144, -0.1221761 51.5336151, -0.1221761 51.5336348, -0.1222158 51.533634, -0.1221984 51.5340413, -0.1219858 51.5340414, -0.1217488 51.5340415))",,,,,,,,,,,,"[8483286246, 8483286247, 8483286248, 8483286249, 8483286250, 8483286251, 8483286252, 3790827942, 3790827946, 8483286246]",,,,,,,,hotel,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0109185 51.465154, -0.0108746 51.4651484, -0.0104319 51.4650919, -0.0104541 51.4650245, -0.0105036 51.4650308, -0.0105146 51.4650071, -0.0105866 51.4649789, -0.0108989 51.4650188, -0.0108797 51.465077, -0.010901 51.4650797, -0.0109176 51.4650819, -0.0109133 51.4650951, -0.0109369 51.4650981, -0.0109185 51.465154))",,,,Premier Inn London Lewisham,,Lewisham,1-13,Lewisham High Street,Premier Inn,,https://www.premierinn.com/gb/en/hotels/england/greater-london/london/london-lewisham.html,"[8873456085, 8873456074, 8873456084, 8873456083, 8873456076, 8873456075, 8873456077, 8873456078, 8873456079, 8873456073, 8873456080, 8873456081, 8873456082, 8873456085]",,SE13 5AF,,,Premier Inn,Q2108626,en:Premier Inn,hotel,6,,,837875,PI/000199406,wlan,customers,Virgin Media,Premier Inn Free Wi-Fi,,hotel,,,,,,,,,,,,+44 333 321 9338,,3,,,,,,,,,,,,,black,grey,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,Lewisham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,
,"POLYGON ((0.0301262 51.5471117, 0.0301633 51.5471154, 0.0302672 51.5471268, 0.0302722 51.5471093, 0.0303325 51.5471159, 0.0303337 51.5471118, 0.0303766 51.5471166, 0.0303649 51.5471575, 0.0303242 51.547153, 0.030283 51.547316, 0.0304627 51.5473336, 0.0305136 51.5471325, 0.0305359 51.5471347, 0.0305555 51.5470634, 0.0305573 51.5470557, 0.0304726 51.5470483, 0.030474 51.547042, 0.0303981 51.5470353, 0.0303965 51.5470424, 0.0303529 51.5470385, 0.0303534 51.5470363, 0.0302543 51.5470276, 0.0302441 51.5470118, 0.030218 51.5470095, 0.0302009 51.5470231, 0.0301895 51.5470221, 0.0301884 51.5470271, 0.0301466 51.5470234, 0.0301262 51.5471117))",,,,,,,,,,,,"[8996845253, 8996845252, 8996845251, 8996845250, 8996845249, 8996845248, 8996845247, 8996845246, 8996845245, 8996845244, 8996845243, 8996845242, 8996845241, 8996845204, 8996845203, 8996845202, 8996845201, 8996845200, 8996845199, 8996845198, 8996845197, 8996845196, 8996845195, 8996845194, 8996845193, 8996845192, 8996845191, 8996845190, 8996845253]",,,,,,,,hotel,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
