geometry,access,source,note,leisure,name,nodes,wikidata,addr:city,addr:country,addr:postcode,addr:street,description,golf:course,golf:par,phone,website,addr:housenumber,addr:housename,start_date,source:name,wikipedia,email,alt_name,postal_code,fhrs:id,not:addr:postcode,opening_hours,source:address,name:en,surface,old_name,operator,source:addr,golf,fixme,charge,fee,ways,type
"POLYGON ((-0.3209192 51.5485242, -0.3219734 51.5482572, -0.3231965 51.5479904, -0.3238624 51.5474619, -0.324216 51.5470906, -0.324295 51.5467974, -0.3246652 51.5465152, -0.3252339 51.5462957, -0.3248906 51.5460688, -0.324338 51.5457803, -0.3238659 51.5457669, -0.3228155 51.5459641, -0.3223904 51.5460465, -0.3222169 51.5459114, -0.3232159 51.5456024, -0.3238704 51.5455091, -0.323972 51.5453807, -0.3238398 51.5453287, -0.3233701 51.5453503, -0.322906 51.5454132, -0.3220636 51.5455778, -0.3214211 51.5455737, -0.3206844 51.5455055, -0.3202117 51.5455337, -0.3195282 51.545649, -0.3198944 51.5467028, -0.3200977 51.5480182, -0.3202364 51.5481406, -0.3207059 51.5480001, -0.3209192 51.5485242))",,,,golf_course,Horsenden Hill Activity Centre,"[2280954285, 2280954266, 2280954276, 2280954283, 2280954281, 2292588609, 2280954275, 2280954272, 2280954282, 2280954274, 2280954268, 2280954273, 2280954284, 2280954280, 2292588610, 2280954286, 2292588611, 2292326622, 2280954265, 2280954287, 2280954269, 2280954267, 2295231257, 2295231254, 2280954278, 2280954277, 2295211949, 2280954271, 2280954270, 2280954285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3442676 51.5164159, -0.3437415 51.5163282, -0.3434059 51.5159055, -0.3427013 51.515637, -0.3423151 51.5155575, -0.3421408 51.5153585, -0.341416 51.5153502, -0.3410443 51.515428, -0.3407659 51.5155869, -0.3406006 51.5157771, -0.3400562 51.5158836, -0.3398271 51.5162442, -0.340032 51.5166881, -0.3411779 51.5189522, -0.342916 51.5187039, -0.3437079 51.5186099, -0.3448622 51.5184153, -0.3453521 51.5184153, -0.3464862 51.518422, -0.3470352 51.5184306, -0.3473248 51.5189046, -0.3482261 51.5188512, -0.3486202 51.51883, -0.3486847 51.5189198, -0.349301 51.5189266, -0.3497461 51.518865, -0.3500885 51.5188787, -0.3502255 51.5192279, -0.3504515 51.5196662, -0.3507185 51.5198716, -0.3510541 51.5200086, -0.3516841 51.520036, -0.3528345 51.5200497, -0.3536426 51.5200428, -0.3541699 51.5200155, -0.3543411 51.5198443, -0.3541425 51.5196046, -0.3538232 51.5191813, -0.3534635 51.5188233, -0.3532857 51.5184356, -0.3534627 51.5183821, -0.353478 51.5182331, -0.3532948 51.5180328, -0.3532202 51.5178537, -0.352025 51.517813, -0.3506814 51.5177597, -0.3502629 51.5177396, -0.3499625 51.5176128, -0.3495725 51.517516, -0.3495897 51.5171333, -0.349131 51.5172416, -0.3486984 51.5174406, -0.3489122 51.5171421, -0.3491267 51.5169084, -0.3491042 51.5165846, -0.3488263 51.5162074, -0.3481493 51.515897, -0.3481116 51.51513, -0.3482892 51.5150888, -0.3482704 51.5149312, -0.3477111 51.5146584, -0.3472497 51.5149255, -0.3464451 51.515246, -0.3458121 51.5152593, -0.344986 51.5157334, -0.3445139 51.5154263, -0.3436663 51.5157, -0.3439882 51.516174, -0.3442676 51.5164159))",,,,golf_course,Brent Valley Public Golf Course,"[2301460479, 32551238, 32551237, 32551236, 2306604375, 2306604376, 2306604374, 2306604372, 2306604356, 2306604352, 2306604358, 32551234, 32551233, 32551231, 32551230, 32551229, 32551227, 32551226, 32551225, 2301460463, 2301460467, 2301460458, 2301811189, 32547221, 32547219, 32547218, 32547216, 32547215, 32547214, 32547213, 32547212, 32547211, 32547210, 32547209, 32547205, 32547203, 32547202, 2304095219, 32547186, 32547185, 32547184, 32547183, 32547182, 32547181, 2301811200, 2301811197, 2301811201, 2301811181, 2301811198, 32547228, 32547227, 32547226, 2301460456, 2301460444, 2301460452, 2301460471, 2301460477, 2306481511, 2306481497, 2301460484, 2301460473, 2301460460, 2301460450, 2301460469, 2301460442, 2301460438, 2301460490, 2301460454, 2301460479]",,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.352771 51.5122622, -0.3527642 51.511624, -0.3516498 51.5111621, -0.351355 51.5111473, -0.3510265 51.5109414, -0.3507257 51.5107588, -0.3505764 51.5104729, -0.3514227 51.5104228, -0.3516584 51.5104371, -0.3517894 51.510445, -0.3519243 51.5104394, -0.3520534 51.5104308, -0.3521406 51.5104494, -0.3522604 51.5104749, -0.3532068 51.5105947, -0.3543658 51.510736, -0.3547406 51.510691, -0.3548292 51.5103879, -0.3549081 51.5102965, -0.3549763 51.5102274, -0.3550764 51.5101567, -0.355422 51.5099676, -0.3555479 51.5099199, -0.355676 51.5098815, -0.3559627 51.5098148, -0.3561545 51.5097922, -0.3563811 51.5097864, -0.3566101 51.5098014, -0.3568736 51.5098351, -0.358433 51.5100725, -0.3584028 51.5101481, -0.3584212 51.5103731, -0.3585392 51.5107351, -0.3598184 51.5102878, -0.363568 51.510874, -0.3640156 51.5115253, -0.3642759 51.5123884, -0.3620015 51.512976, -0.361612 51.5138122, -0.361272 51.514091, -0.3612112 51.5141182, -0.3609587 51.5145384, -0.3596348 51.5152424, -0.3553615 51.5149669, -0.3552702 51.5156288, -0.3551401 51.5160906, -0.354963 51.5165655, -0.3545671 51.5171188, -0.3544986 51.5175228, -0.3540672 51.5176529, -0.3534372 51.5177351, -0.3527198 51.5177463, -0.3517289 51.5177184, -0.35125 51.5176884, -0.3504737 51.5176771, -0.3502472 51.517654, -0.3497372 51.5174592, -0.3497191 51.5171893, -0.349705 51.5170825, -0.3497004 51.516804, -0.3497774 51.5166264, -0.3502012 51.5162842, -0.3506911 51.5160984, -0.3512458 51.5160847, -0.3518279 51.5159752, -0.3522662 51.5157971, -0.3526428 51.5157903, -0.3528277 51.5155643, -0.3528893 51.5153794, -0.3526907 51.5153862, -0.3522182 51.5152493, -0.3518279 51.5150028, -0.3514239 51.5146124, -0.3513359 51.5144303, -0.3512321 51.5142152, -0.3511157 51.513729, -0.3508564 51.5134028, -0.3502694 51.5131935, -0.3500841 51.5130001, -0.3502683 51.5128906, -0.3507521 51.5127693, -0.3510139 51.5126618, -0.3512488 51.5125485, -0.3516125 51.5126657, -0.3518067 51.5124979, -0.3518086 51.5122564, -0.3516353 51.5118439, -0.3516265 51.5117524, -0.3519816 51.5117613, -0.3529316 51.5130344, -0.3529719 51.5128388, -0.3528995 51.5126149, -0.352771 51.5122622))",,,,golf_course,West Middlesex Golf Course,"[32547292, 32547283, 32547284, 32547264, 32547285, 32547263, 32547287, 32547288, 32547289, 552236972, 32547296, 552236977, 32547262, 552236983, 32547261, 32547260, 71154703, 2049970802, 2049970839, 2049970841, 2049970833, 2049970816, 2049970805, 2049970811, 2049970795, 2049970855, 2049970853, 71154705, 2049970843, 71154706, 2050020194, 2050020197, 2050020196, 2050020195, 71154689, 71154691, 71154693, 2302470310, 2302470313, 2302466894, 434537819, 71154698, 2302635320, 32547254, 32547255, 32547172, 32547173, 32547174, 32547175, 32547176, 32547179, 2301811192, 6652909593, 2301811199, 2301811194, 6652909592, 2301811196, 6652909594, 2301493425, 32547230, 2301493384, 2301493452, 32547234, 32547235, 32547236, 32547237, 32547238, 32547239, 32547241, 32547240, 32547243, 32547242, 32547244, 437861107, 32547245, 32547248, 552236885, 552236889, 552236892, 552236896, 32547273, 32547274, 32547278, 32547275, 32547267, 32547276, 2303923580, 32547271, 32547279, 32547282, 32547291, 32547290, 32547292]",,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0753882 51.4319544, 0.0753647 51.4318986, 0.0749082 51.4308158, 0.077054 51.4292907, 0.0772043 51.4289268, 0.0774188 51.4284077, 0.0770755 51.427819, 0.0785539 51.427799, 0.0786848 51.429478, 0.0787492 51.4311101, 0.0773345 51.4314926, 0.0770124 51.4315548, 0.0753882 51.4319544))",,,,golf_course,World of Golf,"[2530634791, 9527478328, 2530634784, 2530634773, 9527015480, 2530634787, 2530634789, 2530634790, 2530634775, 2530634779, 9527478298, 2530634782, 2530634791]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0083416 51.3693443, -0.0085433 51.369647, -0.0085971 51.3697273, -0.0118143 51.369015, -0.0113704 51.3682341, -0.0113805 51.3680867, -0.0111294 51.3681055, -0.0107644 51.3681553, -0.0106488 51.3681975, -0.0104595 51.3683028, -0.0103008 51.3684334, -0.0099007 51.3685806, -0.0091966 51.3688142, -0.008961 51.3688921, -0.009055 51.3690035, -0.0085466 51.3691706, -0.0084975 51.3691124, -0.0084337 51.3691323, -0.0085492 51.3692859, -0.0084307 51.3693212, -0.0083416 51.3693443))",,,,golf_course,Sparrows Den Pitch & Putt,"[2969439878, 1827783072, 1827783086, 33459884, 1827782918, 105503726, 2738199231, 2738199234, 2738199235, 2969439809, 2738199239, 2738199241, 2738199251, 2738199252, 2738199256, 2738199265, 2738199260, 2969439866, 2969439873, 2969439877, 2969439878]",,,,BR4 9BB,,9 hole Pitch & Putt,pitch_and_putt,,+44 20 8777 5010,,,,,,,,,,,,,,,,,,,,add website & phone number,,,,
"POLYGON ((-0.3343855 51.4006638, -0.3344727 51.3990277, -0.3309012 51.3961056, -0.3300605 51.3957077, -0.3294425 51.3950651, -0.3268237 51.3927574, -0.3263648 51.3927941, -0.3260529 51.3927648, -0.3256293 51.3926877, -0.3214047 51.3942149, -0.32134 51.3944169, -0.3212635 51.3947399, -0.3210987 51.3948758, -0.3210473 51.3949112, -0.3206339 51.395085, -0.3203927 51.3952355, -0.3193571 51.3989616, -0.3194983 51.3997545, -0.3207869 51.4009072, -0.3265118 51.4015349, -0.3269002 51.4010834, -0.3270061 51.3999528, -0.3260743 51.3982725, -0.3256596 51.3976391, -0.3254116 51.3971152, -0.3274533 51.3981687, -0.3296597 51.3993838, -0.3328899 51.4010173, -0.3331312 51.401098, -0.3343855 51.4006638))",,,Home Park Kingston Kingston-upon-Thames Surrey,golf_course,Hampton Court Palace Golf Club,"[2971605645, 2971603125, 2971603126, 292262730, 292262724, 2971603127, 2971603128, 2971603129, 2971603130, 2971603131, 2971603132, 2971605533, 2971605534, 3186379483, 2971605535, 2971605536, 2971605537, 2971605538, 2971605539, 2971605540, 2971605541, 2971605542, 2971605543, 2971605544, 2971605545, 2971605546, 2971605547, 2971605548, 2971605549, 2971605645]",,Kingston,,KT1 4AD,,18 hole Par 71,18_hole,71,+44 20 8977 2423,https://www.hamptoncourtgolf.co.uk/,,,,,,hamptoncourtpalace@crown-golf.co.uk,,,354477,,,,,,,,,,,,,,
"POLYGON ((-0.3593224 51.4375246, -0.3589245 51.437306, -0.3574769 51.4366861, -0.3568835 51.4365364, -0.3536212 51.4360248, -0.3536607 51.4359221, -0.352736 51.4356911, -0.3528193 51.4355776, -0.352725 51.435194, -0.3522337 51.4351776, -0.3521698 51.4351338, -0.3521921 51.434905, -0.3523801 51.4345481, -0.3516648 51.4344701, -0.3519483 51.4337474, -0.3532635 51.4337376, -0.3533392 51.4334181, -0.3534102 51.4334193, -0.3534678 51.4331948, -0.3534397 51.4331798, -0.3535679 51.4329395, -0.3536722 51.4328384, -0.3535954 51.4327778, -0.3551684 51.431993, -0.3564215 51.4308906, -0.3582412 51.4313736, -0.3608498 51.4321054, -0.3643714 51.4328372, -0.3667468 51.4332166, -0.3667305 51.433826, -0.3666783 51.4339841, -0.3682671 51.4349832, -0.3683623 51.4350431, -0.3681901 51.4352299, -0.3680719 51.4356719, -0.3650344 51.4361712, -0.3648068 51.4368288, -0.3620669 51.4371753, -0.3593224 51.4375246))",,,,golf_course,Fulwell Golf Club,"[2973181270, 248838487, 248838488, 248838489, 248838490, 248838491, 566769644, 5936130118, 248838493, 5936130114, 8154892504, 5936130115, 5936130116, 7920168621, 298031137, 248838495, 8003122501, 8003122502, 8003122503, 8003122504, 8003122423, 248838496, 7577297652, 248838497, 248838498, 248838499, 248838500, 248838501, 248838502, 248838503, 2808138563, 7920170628, 248838504, 2973181265, 2973181266, 2973181267, 2973181268, 2973181269, 2973181270]",Q18748756,Hampton Hill,,TW12 1JY,Wellington Road,18 hole Par 71,18_hole,71,+44 20 8977 3844,https://www.fulwellgolfclub.co.uk/,,,,,en:Fulwell Golf Course,,,,354005,,,,,,,,,,,,,,
"POLYGON ((-0.0559751 51.3899174, -0.0561798 51.3900115, -0.0563091 51.3900474, -0.0564025 51.3900564, -0.0564887 51.3900429, -0.0565785 51.3899959, -0.0570436 51.390369, -0.0573813 51.3906111, -0.0577189 51.3908083, -0.0579416 51.3909876, -0.0581391 51.3912678, -0.0573417 51.3917675, -0.0567096 51.3913036, -0.0560416 51.3908419, -0.0555866 51.3906002, -0.0553745 51.3905003, -0.0552907 51.3904639, -0.0552526 51.3905019, -0.0551714 51.3904623, -0.0552069 51.3904306, -0.055146 51.3903989, -0.0552069 51.3903545, -0.0552933 51.3903926, -0.0553847 51.3902848, -0.0556768 51.390074, -0.0559751 51.3899174))",,,,golf_course,,"[4032109272, 4032109274, 4032109276, 4032109277, 4032109275, 4032109273, 4032109281, 4032110397, 4032110413, 4032110424, 4032110432, 4032110448, 4032110433, 4032110418, 4032110393, 4032109287, 4032109286, 4032109288, 4032109285, 4032109284, 4032109283, 4032109280, 4032109282, 4032109279, 4032109278, 4032109272]",,,,,,,,,,,,,,,,,,,,,,,,,,,,driving_range,,,,,
"POLYGON ((0.0220864 51.6189797, 0.0201543 51.6207757, 0.0172668 51.621339, 0.0160416 51.6199369, 0.0140406 51.6178801, 0.0139582 51.6177867, 0.013592 51.6173304, 0.0131589 51.6174111, 0.0128424 51.6176652, 0.0124079 51.61785, 0.0122631 51.6178867, 0.0122067 51.6178384, 0.0122899 51.6177401, 0.0126216 51.6175677, 0.0129727 51.6172358, 0.0131187 51.6169574, 0.0127405 51.6168275, 0.0125494 51.6165779, 0.0126868 51.6164777, 0.0130731 51.6163778, 0.0134238 51.6161628, 0.0139576 51.6156932, 0.0144708 51.6156903, 0.0150001 51.6149887, 0.0180436 51.6125276, 0.0196675 51.6119, 0.0212574 51.6131905, 0.0194404 51.6155105, 0.016772 51.6163752, 0.0158584 51.6169015, 0.0154638 51.6170305, 0.0157877 51.6174349, 0.0162005 51.6174371, 0.0161088 51.6177192, 0.0166151 51.6179228, 0.0169594 51.6184935, 0.0171852 51.6184716, 0.0172813 51.6182999, 0.0181858 51.6182233, 0.0183433 51.6183444, 0.0180289 51.6184345, 0.0180636 51.618555, 0.0185195 51.6185389, 0.0189718 51.6182562, 0.0198119 51.6181651, 0.019993 51.6182861, 0.0202993 51.6182821, 0.021718 51.6181703, 0.0218638 51.6183052, 0.0220864 51.6189797))",,,,golf_course,Woodford Golf Club,"[4033050942, 4033050943, 4033050944, 4033050945, 4033050946, 9661474253, 9661474254, 9661474257, 9661474252, 9661474250, 9661474248, 9661474249, 9661474251, 4033050947, 9661474256, 9661474255, 9661474247, 7618598390, 9661474246, 9661474245, 4033050948, 7618598388, 7618598389, 4033050949, 4033050950, 4033050951, 4033050952, 4033050953, 7618598387, 4033050954, 7618598386, 7618598385, 7618598384, 7618598383, 7618598379, 7618598382, 7618598381, 7618598378, 7618598377, 7618598376, 7618598375, 7618598374, 7618598373, 7618598372, 7618598371, 7618598370, 7618598369, 4033050956, 4469937951, 4033050942]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0610243 51.3960855, -0.0607436 51.3961093, -0.060668 51.396164, -0.0603608 51.396386, -0.0602907 51.396378, -0.060128 51.3965691, -0.0599111 51.3966089, -0.0597835 51.3965531, -0.0596503 51.3966925, -0.058513 51.3973519, -0.0585667 51.397536, -0.0594133 51.398029, -0.0596932 51.398192, -0.0606051 51.3978104, -0.0612274 51.3974456, -0.0614366 51.3970741, -0.0610243 51.3960855))",,,,golf_course,South Norwood Pitch and Putt,"[4784829573, 4784829574, 4784829594, 4784829575, 4784829576, 4784829577, 4784829578, 4784829579, 4784829580, 4784829581, 4784829582, 8305753167, 4784829583, 4784829584, 4784829585, 4784829586, 4784829573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2049678 51.3912247, -0.205071 51.3910822, -0.2058166 51.391196, -0.2059588 51.3911525, -0.2063263 51.3905969, -0.2068001 51.3904274, -0.2072382 51.3906169, -0.2069163 51.3912998, -0.2082253 51.3911324, -0.2083872 51.3912367, -0.2083647 51.3913902, -0.2070075 51.3917182, -0.2073524 51.3922119, -0.207206 51.3923777, -0.2069297 51.3924044, -0.2063893 51.3923556, -0.2060393 51.3922756, -0.2056423 51.3919626, -0.2053794 51.3915626, -0.2052078 51.3913718, -0.2049678 51.3912247))",,,,golf_course,Morden Park golf course,"[4924164673, 7147606556, 7147606551, 7147606557, 7147606558, 2016515909, 7147606559, 7147606560, 7147606561, 4924164674, 7147606562, 7147606563, 4924164675, 7147606580, 7147606578, 7147606579, 7147606554, 7147606555, 7147606553, 7147606552, 4924164673]",,,,,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,
"POLYGON ((-0.3032462 51.5986275, -0.3031463 51.5984356, -0.3032826 51.5978008, -0.3027602 51.5972788, -0.3027284 51.5971038, -0.3009024 51.5973634, -0.3017219 51.5988741, -0.3032462 51.5986275))",,,,golf_course,9 Hole Par 3 Golf Course,"[4975579319, 4975579320, 4975579821, 4975579822, 4975579823, 4975579824, 4975579825, 4975579319]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1269255 51.5954273, -0.1273793 51.5952959, -0.1274533 51.5952539, -0.1275005 51.5951917, -0.1275105 51.5951268, -0.1274961 51.5950279, -0.1274836 51.5949493, -0.1274394 51.5948378, -0.127388 51.5947764, -0.1272888 51.5946795, -0.1272662 51.5945856, -0.1272862 51.5945073, -0.1273424 51.5944124, -0.1274771 51.5942753, -0.1274958 51.5942347, -0.1274538 51.5942028, -0.1275052 51.5941578, -0.1274328 51.5941027, -0.1275005 51.5939446, -0.1278445 51.5937769, -0.1278732 51.5937452, -0.1278693 51.5937049, -0.1278436 51.5936691, -0.1277696 51.5936102, -0.1276485 51.5935449, -0.1275312 51.5934951, -0.1274286 51.5934636, -0.1273202 51.5934565, -0.12716 51.5934602, -0.1269965 51.5934923, -0.1267111 51.5935596, -0.1264793 51.5936017, -0.1263299 51.5937118, -0.1261254 51.5938739, -0.1258468 51.5940827, -0.1260377 51.5941629, -0.1260722 51.5942496, -0.1259946 51.5943378, -0.1258743 51.5943637, -0.1257916 51.5943855, -0.1256812 51.5944629, -0.1255783 51.5944916, -0.1254486 51.5945248, -0.1253358 51.5945335, -0.1252632 51.59456, -0.1247218 51.5957839, -0.1247849 51.595839, -0.1251491 51.5957926, -0.1253943 51.5957548, -0.1262232 51.5956272, -0.1269255 51.5954273))",,,,golf_course,Alexandra Palace Pitch & Putt,"[5001556162, 5001556163, 8662120501, 8662120500, 8662120499, 8662120498, 5001556164, 5001556165, 5001556166, 8662120497, 8662120496, 5001556167, 5001556168, 5001556169, 5001556171, 5001556172, 5001556173, 5001556174, 5001556175, 5001556176, 5001556177, 5001563064, 5001563063, 5001556198, 5001563066, 5001556199, 5001563067, 5001556178, 5001563068, 5001556179, 5001556180, 5001564671, 5001556181, 5001556182, 5001556183, 5001556200, 5001556184, 5001556201, 5001556185, 5001556186, 5001556187, 5001556188, 5001556189, 5001556190, 5001556191, 5001556192, 5001556193, 5001556194, 5001556195, 5001556196, 5001556162]",,,,,,"10 hole Pitch & Putt course, par 3 course",,,+44 1245 257682,https://www.alexandrapalace.com/pitch-putt/,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0161254 51.631048, -0.0169486 51.6311315, -0.0174182 51.6320335, -0.01656 51.6330825, -0.0141728 51.63234, -0.015986 51.6309914, -0.0161254 51.631048))",,,,golf_course,,"[5242479210, 6354262650, 6354262651, 5242479218, 5242479208, 5242479209, 5242479210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1429451 51.6064557, -0.1421661 51.6066217, -0.1420586 51.6066446, -0.1412612 51.6068146, -0.1405646 51.6069858, -0.1389146 51.6073913, -0.1375373 51.6091649, -0.1357751 51.6080545, -0.1355503 51.6079126, -0.1353042 51.6077833, -0.1346645 51.6073767, -0.1333285 51.6065621, -0.1338009 51.6064598, -0.134977 51.6062184, -0.1369984 51.6058421, -0.1368899 51.6051122, -0.1369061 51.6049433, -0.1368848 51.6047578, -0.1368768 51.6045607, -0.1368636 51.6043768, -0.1368328 51.6040489, -0.1367485 51.6037568, -0.1366319 51.603308, -0.1364832 51.6029018, -0.1368074 51.6027814, -0.1368389 51.6026603, -0.1368999 51.6025841, -0.1369768 51.6025531, -0.1374722 51.6024163, -0.137839 51.602296, -0.1372437 51.6016689, -0.1370245 51.6014216, -0.1369969 51.6013904, -0.1369171 51.6011948, -0.1371086 51.601266, -0.1373657 51.6011154, -0.1376215 51.600929, -0.1376925 51.6009556, -0.138424 51.6005037, -0.1385081 51.6004517, -0.1385907 51.6005002, -0.1386711 51.6005475, -0.1394084 51.6006535, -0.1396281 51.6004114, -0.1402567 51.6005399, -0.1408956 51.6006435, -0.1414295 51.6006812, -0.1417381 51.6006841, -0.1425155 51.6006356, -0.1444394 51.6004773, -0.1441111 51.6010814, -0.1438643 51.601308, -0.1432613 51.602155, -0.142998 51.6024625, -0.1426315 51.6027874, -0.1421756 51.6031718, -0.1421147 51.6032631, -0.1420558 51.6034171, -0.1420028 51.6035674, -0.1420123 51.6035846, -0.1418836 51.604123, -0.1420552 51.604736, -0.1422355 51.6050559, -0.1424147 51.605245, -0.1427671 51.6059845, -0.1428479 51.6062339, -0.1429451 51.6064557))",,,,golf_course,Muswell Hill Golf Club,"[6564072389, 1965855193, 2890870392, 1965855194, 2889269748, 1965855196, 1965855208, 24556824, 9464501019, 8878453787, 7029546850, 622032883, 86091209, 24556826, 24556827, 8097567759, 8498077388, 8498077387, 8498077389, 8498077386, 8498077391, 8498077390, 8498077392, 8497470126, 4986991376, 8497470125, 5220535486, 8497470124, 4036886219, 5220535473, 5220535476, 5220535477, 5220535467, 24556832, 5220535466, 24556833, 6582107549, 8497641015, 9559182136, 4986404316, 9559182138, 4986404317, 24556835, 24556810, 8497641008, 5217516721, 4986404318, 5217516722, 24556837, 24556838, 8497641004, 8497641005, 24556839, 8497641003, 5217516732, 5217516730, 5217516729, 8497641001, 622093297, 622093294, 622093293, 5220535491, 622093292, 6564072388, 6564072385, 6564072392, 6564072389]",,London,,N22 7UT,Rhodes Avenue,,,,+44 20 8888 1764,https://www.muswellhillgolfclub.co.uk/,,Muswell Hill Golf Club,,,,manager@muswellhillgolfclub.co.uk,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2408373 51.4277824, -0.2405788 51.4277137, -0.2399679 51.4276271, -0.2396125 51.4275594, -0.2392571 51.427444, -0.2392678 51.4274089, -0.2392919 51.4273721, -0.239344 51.4273319, -0.239418 51.4272553, -0.2394474 51.4272062, -0.2394901 51.4271502, -0.2395364 51.4270544, -0.2394447 51.4269678, -0.237574 51.4267466, -0.2374841 51.4267605, -0.237225 51.4267292, -0.2369949 51.4266924, -0.2367114 51.426635, -0.2363525 51.4265178, -0.2360634 51.4264273, -0.2357359 51.4264947, -0.2354298 51.4264676, -0.2351847 51.4264208, -0.2349486 51.4265414, -0.2345999 51.4264444, -0.2342352 51.4263711, -0.2338543 51.4263078, -0.2338543 51.4262138, -0.2330474 51.4262641, -0.2330382 51.4263669, -0.2344061 51.4267047, -0.2357848 51.4270091, -0.2359457 51.4272833, -0.2370776 51.4275309, -0.2389231 51.427577, -0.2390546 51.4275828, -0.2391511 51.4276171, -0.2391986 51.4276621, -0.239249 51.4277116, -0.2394019 51.4277425, -0.2396554 51.4277459, -0.2398404 51.4277768, -0.2402012 51.4278675, -0.2405302 51.4279368, -0.2408373 51.4277824))",,,,golf_course,,"[2016404787, 2016404778, 7300462059, 7300462060, 7300462061, 7300462062, 7300462063, 2016404767, 2016404765, 2016404761, 7300462064, 7300462065, 2016404757, 7300507992, 2016404742, 2016404745, 2016404748, 2016404749, 2016404747, 2016404741, 2016404733, 2016404734, 2016404735, 2016404739, 2016404740, 2016404738, 2016404729, 2016404720, 1663635643, 8458786948, 8458786949, 8458786950, 8458786951, 8458786952, 7300462046, 7300462053, 7300462054, 2016404793, 7300462055, 7300462056, 7300462057, 7300462058, 2016404796, 2016404794, 2016404787]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1844522 51.3392693, -0.1826951 51.3405491, -0.1816751 51.3412259, -0.1798939 51.3421991, -0.1764173 51.3430346, -0.1753903 51.3434615, -0.1729103 51.3454012, -0.1723613 51.3445239, -0.1719811 51.3440582, -0.1717955 51.3438796, -0.170951 51.3431026, -0.1703969 51.3427317, -0.1702879 51.3426681, -0.1696706 51.3423143, -0.1691795 51.3420327, -0.1690042 51.3419953, -0.1687795 51.3418898, -0.1691848 51.3415474, -0.1698371 51.3405233, -0.1703525 51.3396808, -0.170494 51.3390894, -0.1704295 51.3379259, -0.1705013 51.3371349, -0.1706094 51.336813, -0.1710036 51.3365401, -0.1722396 51.3363686, -0.172693 51.336065, -0.1729871 51.3355187, -0.1726122 51.3346641, -0.1726001 51.3346365, -0.1730787 51.3343662, -0.1734041 51.3342488, -0.1736155 51.3341725, -0.1740004 51.333968, -0.1744913 51.3337577, -0.1748103 51.3337681, -0.1749188 51.3338324, -0.1752742 51.3340192, -0.1764688 51.3346902, -0.1767759 51.3348585, -0.177019 51.3350018, -0.1791439 51.3362096, -0.1844522 51.3392693), (-0.1726132 51.3385849, -0.1724365 51.3388277, -0.1721892 51.3404501, -0.1723482 51.3405218, -0.1730548 51.3405329, -0.1734435 51.3400362, -0.1738056 51.3400362, -0.1740265 51.3395672, -0.173947 51.3392968, -0.1735495 51.3391092, -0.173311 51.3387394, -0.1732138 51.3384801, -0.172887 51.3384635, -0.1726132 51.3385849))",,,,golf_course,Oaks Sports Centre,"[[[10049374416, 242146181, 270159882, 252186819, 252186818, 415117254, 246522938, 415115540], [415115540, 4932033532, 240063867, 240063869, 240063872, 270172008, 240063874, 4977806043, 4977806045, 4977806046, 6328746052, 4977806047, 531118, 6328746050, 270159916, 270159917, 60672516, 60672517, 60672518, 269260930, 60672519, 60672520, 269260928, 60672521, 60672522, 61306111, 10049374408, 10049418731, 10049374409, 10049374410, 10049374411, 10049374412, 10049374413, 10049374414, 10049374415, 10049374416], [269260962, 269260964, 269260966, 269260967, 269260969, 269260971, 269260973, 269260974, 269260976, 269260978, 269260979, 269260980, 269260981, 269260962]]]",,,,,,,,,,http://theoaksgolf.co.uk/,,,,,,,,,,,,,,,,,,,,,,"[22576014, 1097523717, 24780490]",multipolygon
